x_m,y_m,z_m,sigma_min_m_rad,condition_number
1.733808885471508077e-01,7.908144877717630805e-02,4.379986453523213030e-02,7.640365465412982116e-03,2.956505150321587294e+01
1.774790297440239917e-01,8.268798376697407415e-02,3.852820695764938574e-02,1.353875288901928639e-02,1.699726923826692015e+01
1.812033312635978610e-01,8.642153915331386715e-02,3.307088418124487506e-02,1.973561827510817226e-02,1.186848815231609144e+01
1.845414830262174510e-01,9.026977426937256299e-02,2.744593450869825535e-02,2.616336509800146204e-02,9.104791863523296058e+00
1.874824513081410071e-01,9.421996939292559547e-02,2.167195030643311038e-02,3.271347480555544807e-02,7.399274808983564711e+00
1.900165152117390399e-01,9.825906778934288821e-02,1.576801655054029666e-02,3.914012470427857826e-02,6.278931998312687668e+00
1.921352987963580172e-01,1.023737188685251709e-01,9.753647744459005564e-03,4.463547702302680942e-02,5.585534742222529658e+00
1.938317987636448692e-01,1.065503223131321897e-01,3.648723416924480600e-03,4.710360084638424288e-02,5.365090967258328014e+00
1.951004076058233949e-01,1.107750730322442229e-01,-2.526577586616861326e-03,4.646325296482712447e-02,5.508854373918524949e+00
1.959369321404093311e-01,1.150340067918697307e-01,-8.751843801935561828e-03,4.469935238193983168e-02,5.795175519745368931e+00
1.963386073701005041e-01,1.193130463714746903e-01,-1.500649861283093883e-02,4.256513708617370301e-02,6.154195925759754715e+00
1.963041056220307390e-01,1.235980480939710968e-01,-2.126986826382660373e-02,4.026554846887892003e-02,6.573745509490027672e+00
1.958335409361790236e-01,1.278748485753664066e-01,-2.752125019394383726e-02,3.787050669353651117e-02,7.057205897090865321e+00
1.949284686884286411e-01,1.321293115395515971e-01,-3.373998146568719242e-02,3.540969342680726217e-02,7.614959719856281950e+00
1.935918804495223855e-01,1.363473745434879147e-01,-3.990550706306098677e-02,3.289812325114038760e-02,8.263134548802829826e+00
1.918281940969066013e-01,1.405150954583506417e-01,-4.599744783286848632e-02,3.034464855329734034e-02,9.024677894831608427e+00
1.896432392121479016e-01,1.446186985529934743e-01,-5.199566784472509778e-02,2.775527226506933204e-02,9.932049720114713764e+00
1.870442378121889293e-01,1.486446200274121332e-01,-5.788034094713750272e-02,2.513459520565241440e-02,1.103205072529993735e+01
1.840397804781328805e-01,1.525795528457035699e-01,-6.363201629965872796e-02,2.248650372283273954e-02,1.239433603412626894e+01
1.806397979604594806e-01,1.564104907203329731e-01,-6.923168266451254493e-02,1.981451707545435828e-02,1.412705550242478481e+01
1.768555283545264478e-01,1.601247711023252585e-01,-7.466083124518235747e-02,1.712197092546563146e-02,1.640753419469180585e+01
1.726994799548528525e-01,1.637101170352839308e-01,-7.990151686426100186e-02,1.441211737884140302e-02,1.954797557289899146e+01
1.681853899109634898e-01,1.671546777348959512e-01,-8.493641727834838617e-02,1.168818072306648630e-02,2.415370686675159106e+01
1.633281788214505648e-01,1.704470677597931527e-01,-8.974889043394101984e-02,8.953388935179443925e-03,3.157261182101724017e+01
1.581439014163347756e-01,1.735764046442975217e-01,-9.432302947506304713e-02,6.210991698250339400e-03,4.553730242559097974e+01
1.526496934907376479e-01,1.765323448686609842e-01,-9.864371532082025218e-02,3.464270870921744207e-03,8.162177822564065366e+01
1.468637152652668698e-01,1.793051180479063866e-01,-1.026966666390901617e-01,7.165467952219032807e-04,3.942012987125619361e+02
1.408050913603278997e-01,1.818855592262636212e-01,-1.064684870511683756e-01,2.028817583124832308e-03,1.389678975989523622e+02
1.344938475827671398e-01,1.842651391704567820e-01,-1.099467094113438237e-01,4.768413605425575116e-03,5.896890951529950797e+01
1.035058955270581338e-01,5.298578196928659806e-02,8.194379494462508684e-02,2.525999790204170106e-02,6.705157566883443998e+00
1.105803445237840826e-01,5.453668956445120730e-02,7.967683959848032016e-02,2.436430758736465862e-02,7.156002619804029408e+00
1.174852531397128919e-01,5.631459320314437939e-02,7.707808505550710343e-02,2.300551785355368917e-02,7.795263741288939841e+00
1.241977983100026051e-01,5.831361631084709674e-02,7.415612108086257204e-02,2.116268819193061618e-02,8.708758600239656644e+00
1.306957927962411614e-01,6.052715143820047022e-02,7.092060575649514198e-02,1.882005425736331394e-02,1.005496602995014399e+01
1.369577585227940708e-01,6.294788210086681157e-02,6.738223355790805280e-02,1.596885950850992011e-02,1.215639288527786732e+01
1.429629975691290855e-01,6.556780696299191469e-02,6.355270000529063268e-02,1.260882413852175768e-02,1.577908053991995807e+01
1.486916605834633920e-01,6.837826628433368858e-02,5.944466300585748986e-02,8.748898473013336577e-03,2.328530414644572133e+01
1.541248123916033330e-01,7.136997054364073445e-02,5.507170101517208649e-02,4.407145025203009284e-03,4.728909987859851327e+01
1.592444945841173520e-01,7.453303114367075544e-02,5.044826815574576795e-02,3.901182412720800136e-04,5.460257855973701453e+02
1.640337848749695848e-01,7.785699309635818466e-02,4.558964644126075466e-02,5.609508145084866892e-03,3.877823476952860204e+01
1.684768530354148197e-01,8.133086958009565215e-02,4.051189526433176397e-02,1.121148415479839705e-02,1.979567420284994839e+01
1.725590132182734937e-01,8.494317825490575735e-02,3.523179831476676988e-02,1.715008700398171909e-02,1.319197318287332088e+01
1.762667724996372365e-01,8.868197921546891460e-02,2.976680810377988276e-02,2.336981467255866765e-02,9.860308744681372417e+00
1.795878754775588892e-01,9.253491445656018832e-02,2.413498827752236578e-02,2.979498638946080982e-02,7.870532667912673475e+00
1.825113447803123901e-01,9.648924872044764567e-02,1.835495391060601444e-02,3.629499133162714108e-02,6.569596178722498792e+00
1.850275173503292958e-01,1.005319115912385597e-01,1.244580997696780045e-02,4.255323156516349625e-02,5.692878130686873206e+00
1.871280763838816252e-01,1.046495406970368997e-01,6.427088201451533478e-03,4.755723725386325207e-02,5.170971526170995425e+00
1.888060788209385832e-01,1.088285258771145014e-01,3.186825008326676922e-04,4.938046407222155404e-02,5.051347031993868697e+00
1.900559782943350706e-01,1.130550541681080712e-01,-5.859216772323580513e-03,4.859036205556970661e-02,5.202820775959505539e+00
1.908736434623959921e-01,1.173151554605481317e-01,-1.208618956562538399e-02,4.686353185883659900e-02,5.463073948460938745e+00
1.912563716644219425e-01,1.215947486748087392e-01,-1.834165362205309596e-02,4.479514598799404224e-02,5.783408114374526399e+00
1.912028978538993229e-01,1.258796883038514891e-01,-2.460493251129924203e-02,4.256212130054273096e-02,6.154554983278536007e+00
1.907133987799079500e-01,1.301558111689239405e-01,-3.085532397238362895e-02,4.022919405313433311e-02,6.578829256712392493e+00
1.897894924029057129e-01,1.344089832336687051e-01,-3.707216834164684532e-02,3.782518823357022830e-02,7.063922080072131848e+00
1.884342325468204571e-01,1.386251463219075331e-01,-4.323491683994584028e-02,3.536519172539828032e-02,7.621787033219479035e+00
1.866520988051258434e-01,1.427903645846814729e-01,-4.932319949333820869e-02,3.285831471362719858e-02,8.269200352396689269e+00
1.844489817342661042e-01,1.468908705629581590e-01,-5.531689246275475064e-02,3.031082147136825167e-02,9.029385048257269730e+00
1.818321633833687168e-01,1.509131106937532940e-01,-6.119618456011290814e-02,2.772753632104593691e-02,9.934896060284076569e+00
1.788102932246026233e-01,1.548437901092531432e-01,-6.694164273101235740e-02,2.511252679543009639e-02,1.103251892253099165e+01
1.753933595637388598e-01,1.586699165808616585e-01,-7.253427628757075363e-02,2.246945582763974422e-02,1.239180068660212797e+01
1.715926565254125846e-01,1.623788434629225286e-01,-7.795559967908813337e-02,1.980177152805375623e-02,1.412067215687123145e+01
1.674207467222104673e-01,1.659583114941722837e-01,-8.318769359306155131e-02,1.711281286128990206e-02,1.639606690249044263e+01
1.628914197309755396e-01,1.693964893187565601e-01,-8.821326418459021768e-02,1.440586993900613844e-02,1.952947786247769102e+01
1.580196465135786654e-01,1.726820125928740235e-01,-9.301570023839847434e-02,1.168421905927706506e-02,2.412484028017363258e+01
1.528215299328121723e-01,1.758040215477867929e-01,-9.757912807453600346e-02,8.951143400743030720e-03,3.152692863567537174e+01
1.473142515269668107e-01,1.787521968850395160e-01,-1.018884640162739386e-01,6.209945486404170982e-03,4.545973866866175683e+01
1.415160147190203943e-01,1.815167938852405016e-01,-1.059294642467720204e-01,3.463954943067964424e-03,8.146131856759042478e+01
1.354459846481510521e-01,1.840886746176643718e-01,-1.096887718897242570e-01,7.165336392463895381e-04,3.933197565905065858e+02
1.291242248224522271e-01,1.864593381442123388e-01,-1.131539611583652905e-01,2.028920541085962523e-03,1.386182724911656408e+02
1.225716308022335027e-01,1.886209486178958006e-01,-1.163135784269100081e-01,4.768970512895613981e-03,5.880345164166644167e+01
1.055810699381725670e-01,5.652862632641891122e-02,7.676523370667626134e-02,2.166398761668458794e-02,7.872538597770269320e+00
1.124780851730061704e-01,5.831627141071164810e-02,7.415224013215146459e-02,2.027216564648925967e-02,8.653878804013313442e+00
1.191817585401086510e-01,6.032476373186945739e-02,7.121643504657762525e-02,1.838271308802914492e-02,9.809332077377463932e+00
1.256699321253863244e-01,6.254746454157138202e-02,6.796752228146910046e-02,1.598220488795638883e-02,1.158786597811891639e+01
1.319211603146133727e-01,6.497702705979099824e-02,6.441624059541460612e-02,1.306514992904068452e-02,1.454634665408729788e+01
1.379147806784600805e-01,6.760542075839606757e-02,6.057432817883796894e-02,9.635036675852961738e-03,2.022419920633516810e+01
1.436309822688298377e-01,7.042395790476761730e-02,5.645448385529757557e-02,5.704604337133985931e-03,3.499285671792909369e+01
1.490508711007616505e-01,7.342332227770288766e-02,5.207032510756764293e-02,1.295319561422026127e-03,1.577359179648751422e+02
1.541565326034585737e-01,7.659359996068602905e-02,4.743634306723903266e-02,3.563694321640576215e-03,5.863169551399331425e+01
1.589310908340198225e-01,7.992431211074456365e-02,4.256785461661467818e-02,8.836810678835346072e-03,2.415945504709606695e+01
1.633587642581559862e-01,8.340444959457943286e-02,3.748095176121866295e-02,1.448249292719817026e-02,1.504928892411981067e+01
1.674249179135122723e-01,8.702250937748441662e-02,3.219244844026018099e-02,2.045235370587697443e-02,1.086982122335917289e+01
1.711161117831824507e-01,9.076653254477717869e-02,2.671982495086182643e-02,2.668661151160731798e-02,8.490077907246709188e+00
1.744201452195233704e-01,9.462414383006827190e-02,2.108117016974907915e-02,3.309992390837361576e-02,6.970340213300879384e+00
1.773260972714331141e-01,9.858259251971385195e-02,1.529512176337751578e-02,3.953583840128499505e-02,5.937530221441854827e+00
1.798243627817985857e-01,1.026287945982485988e-01,9.380804584124283196e-03,4.559921303030591011e-02,5.233578055561274311e+00
1.819066841357971365e-01,1.067493759954945276e-01,3.357767456164471864e-03,5.011369117088572411e-02,4.837331137239054613e+00
1.835661785551144787e-01,1.109307167923989090e-01,-2.754081440022974892e-03,5.147244825728830575e-02,4.780174553276167693e+00
1.847973608478611918e-01,1.151589962394859723e-01,-8.934540370943759580e-03,5.061612432467006706e-02,4.929915208926231251e+00
1.855961615389925545e-01,1.194202384391213623e-01,-1.516318082366898551e-02,4.894505400677868351e-02,5.166371708941049690e+00
1.859599403213032520e-01,1.237003585405939271e-01,-2.141941502899896016e-02,4.695034583790780314e-02,5.453570314883678272e+00
1.858874947825388535e-01,1.279852092953244203e-01,-2.768256401102304337e-02,4.478959914199229925e-02,5.784015217032183465e+00
1.853790643797754156e-01,1.322606278183199313e-01,-3.393192593814827601e-02,4.252391512403880941e-02,6.159197404645407659e+00
1.844363296479332726e-01,1.365124824013127236e-01,-4.014684454967427235e-02,4.018161266803322446e-02,6.584860453860562401e+00
1.830624066450386445e-01,1.407267192228484898e-01,-4.630677743174039379e-02,3.777795065403685704e-02,7.070001982685155895e+00
1.812618366525953206e-01,1.448894088009330394e-01,-5.239136391697084977e-02,3.532232978741449425e-02,7.627132023724445098e+00
1.790405711651089637e-01,1.489867920346945596e-01,-5.838049238338582220e-02,3.282129009984705026e-02,8.273270190300204163e+00
1.764059522183794027e-01,1.530053256828784736e-01,-6.425436673013323885e-02,3.027988862780889301e-02,9.031729260092888012e+00
1.733666881215819022e-01,1.569317271288531712e-01,-6.999357181031604092e-02,2.770238202842969025e-02,9.935061568603687832e+00
1.699328246733520786e-01,1.607530182841627742e-01,-7.557913760463746966e-02,2.509258474184994370e-02,1.102997645640605562e+01
1.661157119570141893e-01,1.644565684855113230e-01,-8.099260192374893585e-02,2.245406533903245710e-02,1.238586430298868812e+01
1.619279668247062542e-01,1.680301362433885837e-01,-8.621607143204715329e-02,1.979025785100676366e-02,1.411038553912777438e+01
1.573834311944046771e-01,1.714619097043449392e-01,-9.123228079121725731e-02,1.710452656850524472e-02,1.638001284733891083e+01
1.524971262976906605e-01,1.747405456931728773e-01,-9.602464972803140264e-02,1.440020456799069246e-02,1.950541615688915442e+01
1.472852030294851677e-01,1.778552072059482458e-01,-1.005773378377753380e-01,1.168061706289053384e-02,2.408892759943301343e+01
1.417648885638636558e-01,1.807955992300039894e-01,-1.048752969421584136e-01,8.949095868458809000e-03,3.147174809597358447e+01
1.359544294124027664e-01,1.835520027724382719e-01,-1.089043208286463449e-01,6.208988644861605441e-03,4.536797763588209875e+01
1.298730311132712534e-01,1.861153069846825658e-01,-1.126510922068120479e-01,3.463665106379425554e-03,8.127438469820296518e+01
1.235407947504126303e-01,1.884770392769460901e-01,-1.161032267264970885e-01,7.165215318722862508e-04,3.923049120424146849e+02
1.169786505126450965e-01,1.906293933229986082e-01,-1.192493139122891843e-01,2.029015590929838381e-03,1.382196444743378834e+02
1.102082885122888378e-01,1.925652548627263261e-01,-1.220789548790136014e-01,4.769486255427928673e-03,5.861635706759037134e+01
1.072762665113826952e-01,6.013535719860196860e-02,7.149328980860480964e-02,1.774011722721684226e-02,9.678249549424643661e+00
1.139710261773611844e-01,6.215330618014439090e-02,6.854366196087387231e-02,1.581898495459724621e-02,1.115612812743099980e+01
1.204493383106142734e-01,6.438515878032208262e-02,6.528137206071840670e-02,1.337608343292884423e-02,1.355214406936089411e+01
1.266897898923595445e-01,6.682353796933712675e-02,6.171720308269552924e-02,1.040871037341788326e-02,1.787578471475787367e+01
1.326717541136101797e-01,6.946038407697009698e-02,5.786293581409975018e-02,6.923602485381642052e-03,2.756249572833896622e+01
1.383754585537741166e-01,7.228698143252344777e-02,5.373130991546572893e-02,2.936789589993649835e-03,6.659159935836166255e+01
1.437820505352102596e-01,7.529398717306939881e-02,4.933598181166913565e-02,1.527257497550649733e-03,1.311197382093402553e+02
1.488736594377222944e-01,7.847146212478046945e-02,4.469147955281086576e-02,6.436850961761745801e-03,3.183007077998352230e+01
1.536334557670191170e-01,8.180890365526999330e-02,3.981315479408419067e-02,1.175417270398874774e-02,1.781929362558947716e+01
1.580457067819017458e-01,8.529528038835430814e-02,3.471713205334746311e-02,1.743554759628883691e-02,1.227039931447196253e+01
1.620958284963084917e-01,8.891906866649229579e-02,2.942025541412402259e-02,2.342981128589550349e-02,9.319184497338889983e+00
1.657704338843354608e-01,9.266829064038199781e-02,2.394003285019328728e-02,2.967226574265627304e-02,7.503954782730004602e+00
1.690573771288974292e-01,9.653055385981501590e-02,1.829457835579922226e-02,3.606668887271538559e-02,6.290313562202817899e+00
1.719457937677726367e-01,1.004930922349272782e-01,1.250255207275618313e-02,4.242830275421363012e-02,5.443847701261918637e+00
1.744261366043352857e-01,1.045428082324560415e-01,6.583098612351033496e-03,4.828277093629206040e-02,4.866313816730890807e+00
1.764902072642783870e-01,1.086663161675292533e-01,5.557837759101250108e-04,5.235439026670073853e-02,4.561627569422190831e+00
1.781311832940213613e-01,1.128499864478940684e-01,-5.559470116810211193e-03,5.340337479300458212e-02,4.541896428525349805e+00
1.793436407112330711e-01,1.170799906243417954e-01,-1.174245007764731369e-02,5.253786949452791954e-02,4.685125595255443365e+00
1.801235719329330465e-01,1.213423470984226482e-01,-1.797271926081338983e-02,5.093802178122765895e-02,4.900004649139969359e+00
1.804683990219123624e-01,1.256229673363705168e-01,-2.422968451360229397e-02,4.902476490751474930e-02,5.158545354743557354e+00
1.803769822076905505e-01,1.299077024364853616e-01,-3.049266444374346824e-02,4.694228859573805479e-02,5.454364118024408903e+00
1.798496236538434656e-01,1.341823898960521899e-01,-3.674095777841788341e-02,4.474925211081502013e-02,5.788306258163799178e+00
1.788880664592503167e-01,1.384329004232156546e-01,-4.295391178898553403e-02,4.247377828861823718e-02,6.164675395456335139e+00
1.774954888965606381e-01,1.426451846390819345e-01,-4.911099055525833951e-02,4.013139696245997257e-02,6.590327048953811051e+00
1.756764939069251907e-01,1.468053195156808211e-01,-5.519184284368117838e-02,3.773183991912980317e-02,7.074744980182191334e+00
1.734370938857143774e-01,1.508995543962952934e-01,-6.117636937506116396e-02,3.528194429046453695e-02,7.630657125531302043e+00
1.707846908095124183e-01,1.549143564460457867e-01,-6.704478925950230206e-02,3.278701434163947687e-02,8.275167717660856681e+00
1.677280517700742157e-01,1.588364553824990200e-01,-7.277770537895533742e-02,3.025150774231218434e-02,9.031594791958987400e+00
1.642772799961136621e-01,1.626528873384524565e-01,-7.835616850127183342e-02,2.767940120646439003e-02,9.932435449616182410e+00
1.604437814587062194e-01,1.663510377119119532e-01,-8.376173991384294748e-02,2.507439396354160105e-02,1.102428230411415733e+01
1.562402271706859191e-01,1.699186828616299494e-01,-8.897655236979859494e-02,2.244002494528860719e-02,1.237632893373555554e+01
1.516805113046506281e-01,1.733440305103853829e-01,-9.398336914531793540e-02,1.977974217477316762e-02,1.409591543447390372e+01
1.467797052680091252e-01,1.766157587224594927e-01,-9.876564101284773800e-02,1.709694482484276981e-02,1.635897978006320486e+01
1.415540078868680884e-01,1.797230533264732033e-01,-1.033075609419122354e-01,1.439500926834035022e-02,1.947524473872471162e+01
1.360206918634178364e-01,1.826556436598913979e-01,-1.075941163467100115e-01,1.167730559387362803e-02,2.404520344251172403e+01
1.301980466837932837e-01,1.854038365170458391e-01,-1.116111387078016215e-01,8.947208393785148484e-03,3.140596298839886913e+01
1.241053181651192161e-01,1.879585481884675502e-01,-1.153453504038718935e-01,6.208104117628883076e-03,4.526029383252865301e+01
1.177626448415574623e-01,1.903113344856274258e-01,-1.187844085987713738e-01,3.463396403369273409e-03,8.105771683462546662e+01
1.111909913996211585e-01,1.924544186518432065e-01,-1.219169460387762305e-01,7.165102746872646427e-04,3.911406442564993426e+02
1.044120793827755245e-01,1.943807170670979190e-01,-1.247326086252170119e-01,2.029104223704486249e-03,1.377664119428327467e+02
9.744831539436941970e-02,1.960838626618064962e-01,-1.272220896382864619e-01,4.769968574107319274e-03,5.840541425531009168e+01
1.085853843696175658e-01,6.379299424949785857e-02,6.614693655542758233e-02,1.349750384740081716e-02,1.280235972346527440e+01
1.150537945614162894e-01,6.603398469107980839e-02,6.287128990952649266e-02,1.102753844284848524e-02,1.609501312869249290e+01
1.212834305328778228e-01,6.848116531102832472e-02,5.929425591557965780e-02,8.024583549348561495e-03,2.270420329425653350e+01
1.272537012242754284e-01,7.112644734740956876e-02,5.542765788412268302e-02,4.498214408215451404e-03,4.154842723697326790e+01
1.329448728660992951e-01,7.396108724592047323e-02,5.128427623304342153e-02,4.674196026136343452e-04,4.098672691589426904e+02
1.383381342058574992e-01,7.697571556030098627e-02,4.687780624396653550e-02,4.040543793132250587e-03,4.856716765353239396e+01
1.434156586856455695e-01,8.016036792153187485e-02,4.222281279470264242e-02,8.991506726440182118e-03,2.233833634576831884e+01
1.481606633649664717e-01,8.350451797345370686e-02,3.733468221738746318e-02,1.434540735016830160e-02,1.431967956041678214e+01
1.525574643940410258e-01,8.699711216594424590e-02,3.222957144143552555e-02,2.005625545305916163e-02,1.046688075515029581e+01
1.565915288542507611e-01,9.062660629065030782e-02,2.692435458940888732e-02,2.606981380355691269e-02,8.222531836844119368e+00
1.602495227943628031e-01,9.438100363851185948e-02,2.143656720231889440e-02,3.231602245450525268e-02,6.767930188764565536e+00
1.635193553037612157e-01,9.824789465295416524e-02,1.578434827871583179e-02,3.868709899243994582e-02,5.763564647542802177e+00
1.663902184770072734e-01,1.022144979476812127e-01,9.986380319146670459e-03,4.496930949849464731e-02,5.051007379699394839e+00
1.688526231376324682e-01,1.062677025534921604e-01,4.061827574154512621e-03,5.061659829327216920e-02,4.567641800229443660e+00
1.708984302030852054e-01,1.103941112544814529e-01,-1.969727300069369635e-03,5.432181970989533037e-02,4.328687930366311498e+00
1.725208775871589495e-01,1.145800848703810715e-01,-8.088347969005704741e-03,5.518399061237667241e-02,4.330311222004446847e+00
1.737146025509807290e-01,1.188117873386771717e-01,-1.427381031615449630e-02,5.435087659243766772e-02,4.464622154616072258e+00
1.744756594286817619e-01,1.230752314474893860e-01,-2.050566929059931959e-02,5.283593497047636006e-02,4.659934630281200363e+00
1.748015326691614857e-01,1.273563250680499470e-01,-2.676332648483464166e-02,5.101202436337810842e-02,4.893448728850832374e+00
1.746911451508370572e-01,1.316409177339687986e-01,-3.302609821948878505e-02,4.901414503373267145e-02,5.159486061265696755e+00
1.741448617418955569e-01,1.359148474133241857e-01,-3.927328390989934942e-02,4.689947471110806482e-02,5.458375957988335081e+00
1.731644880942807829e-01,1.401639873189814423e-01,-4.548423448856637324e-02,4.469622081976343947e-02,5.793335474939651952e+00
1.717532646754012793e-01,1.443742926024155770e-01,-5.163842065732356795e-02,4.242028752755758192e-02,6.169635183967887571e+00
1.699158560572864574e-01,1.485318467766993111e-01,-5.771550074363176325e-02,4.008178557414099341e-02,6.594562748402172936e+00
1.676583354985940189e-01,1.526229077152120861e-01,-6.369538793670542765e-02,3.768787699315619133e-02,7.077799641689583865e+00
1.649881648704302761e-01,1.566339530740293584e-01,-6.955831668123507727e-02,3.524413287664793226e-02,7.632153747430465707e+00
1.619141699923354050e-01,1.605517249878556374e-01,-7.528490800925136117e-02,3.275522771351709744e-02,8.274739623063489091e+00
1.584465114599565017e-01,1.643632738917655545e-01,-8.085623359418647738e-02,3.022531428506797235e-02,9.028834389725677312e+00
1.545966510608328681e-01,1.680560013239082440e-01,-8.625387831541359018e-02,2.765823502896019165e-02,9.926845241139004017e+00
1.503773138893008121e-01,1.716177015676963458e-01,-9.146000112646571201e-02,2.505764544568610253e-02,1.101521545895176857e+01
1.458024462857410719e-01,1.750366019958392583e-01,-9.645739402574579624e-02,2.242708827023941892e-02,1.236290391241962716e+01
1.408871697391939348e-01,1.783014019828688401e-01,-1.012295389348076002e-01,1.977003918695089540e-02,1.407687849053123408e+01
1.356477309057090019e-01,1.814013102575397218e-01,-1.057606622962078968e-01,1.708993567603879146e-02,1.633246247158509235e+01
1.301014479076371133e-01,1.843260805716402939e-01,-1.100357872104630597e-01,1.439019566955782037e-02,1.943829488491152091e+01
1.242666530913622835e-01,1.870660455673184563e-01,-1.140407829397817041e-01,1.167422997338898177e-02,2.399276944850721094e+01
1.181626324326790767e-01,1.896121487309779807e-01,-1.177624116149455502e-01,8.945450857307321244e-03,3.132832540951464395e+01
1.118095617901018468e-01,1.919559743281275266e-01,-1.211883719909569723e-01,6.207278303778865011e-03,4.513482413529357018e+01
1.052284402168094379e-01,1.940897752202375148e-01,-1.243073401068257866e-01,3.463144860319615492e-03,8.080797220177940687e+01
9.844102055165235288e-02,1.960064984716604064e-01,-1.271090067151009473e-01,7.164997077672668850e-04,3.898115582950940166e+02
9.146973751864274915e-02,1.976998086619750628e-01,-1.295841113574299208e-01,2.029187648223768504e-03,1.372538036691657339e+02
8.433763357258239335e-02,1.991641088267000204e-01,-1.317244729735142228e-01,4.770423782455241422e-03,5.816912125501794861e+01
1.095037121022651716e-01,6.748837393549736441e-02,6.074541504548736093e-02,8.955468494792685405e-03,1.941494447280779312e+01
1.157224935282384071e-01,6.994434069150842759e-02,5.715553839206744674e-02,5.931431281166131206e-03,3.008750517448232031e+01
1.216810333756106755e-01,7.259804212363386855e-02,5.327663376397431122e-02,2.376819693804933277e-03,7.702461227358824658e+01
1.273596366492902310e-01,7.544070684861214904e-02,4.912152225657168830e-02,1.686621903620226081e-03,1.112811560832550839e+02
1.327395336395046366e-01,7.846293889541007538e-02,4.470393792263759741e-02,6.228930616912349040e-03,3.087123838643808327e+01
1.378029419620572793e-01,8.165474876209390109e-02,4.003848237666195881e-02,1.121342472002759619e-02,1.755729742714924058e+01
1.425331253351384830e-01,8.500558643452113539e-02,3.514057653155844979e-02,1.659767707038426951e-02,1.213574073377360030e+01
1.469144488984128472e-01,8.850437625771552519e-02,3.002640962731709454e-02,2.233319876418551897e-02,9.220644131291811263e+00
1.509324308915357682e-01,9.213955354466318859e-02,2.471288572007531575e-02,2.836246452605365939e-02,7.417224822100521919e+00
1.545737905212826724e-01,9.589910280152535993e-02,1.921756780847938550e-02,3.460985120383741620e-02,6.204814890921007908e+00
1.578264918590750188e-01,9.977059744292077204e-02,1.355861978201713253e-02,4.095601146050544678e-02,5.348359658285562368e+00
1.606797836238064159e-01,1.037412408660048635e-01,7.754746383202795745e-03,4.715980685705868647e-02,4.734129585177369037e+00
1.631242347184730657e-01,1.077979087475824382e-01,1.825131382058940710e-03,5.261782129124148444e-02,4.321314699355271571e+00
1.651517654031479376e-01,1.119271924244468891e-01,-4.210625832749587127e-03,5.604639602454920821e-02,4.128568829845963073e+00
1.667556740012616223e-01,1.161154432135598213e-01,-1.033257503654262666e-02,5.681721326555722040e-02,4.141210598882417493e+00
1.679306590509163088e-01,1.203488175255776338e-01,-1.652048111088361831e-02,5.604893780465366321e-02,4.265417433031572614e+00
1.686728368280153711e-01,1.246133226226094071e-01,-2.275389092750885328e-02,5.463168437706465708e-02,4.442915517801115044e+00
1.689797541832888106e-01,1.288948628689615128e-01,-2.901220095285351325e-02,5.290528683190425657e-02,4.654359324156378541e+00
1.688503966507834131e-01,1.331792863219941336e-01,-3.527472534971765744e-02,5.099872236407972104e-02,4.894511150082606399e+00
1.682851918010170034e-01,1.374524315090914772e-01,-4.152076435097417501e-02,4.896849428189978259e-02,5.163278140705236829e+00
1.672860078277127183e-01,1.417001742361318484e-01,-4.772967267931956664e-02,4.684315784912667507e-02,5.463040913741274096e+00
1.658561473727851732e-01,1.459084742727395911e-01,-5.388092778691769974e-02,4.463909951281596483e-02,5.797874532844415008e+00
1.640003366099888338e-01,1.500634217600081421e-01,-5.995419768938050481e-02,4.236686389688001236e-02,6.173440125856132887e+00
1.617247096233108972e-01,1.541512831873016465e-01,-6.592940816987233332e-02,4.003397193032972451e-02,6.597207122591229655e+00
1.590367881317431287e-01,1.581585467861653105e-01,-7.178680913120497054e-02,3.764628610857837648e-02,7.078932919955138736e+00
1.559454566274496301e-01,1.620719671913028459e-01,-7.750703987660725880e-02,3.520871749963219721e-02,7.631439104368143767e+00
1.524609330095068882e-01,1.658786092210010610e-01,-8.307119310339428075e-02,3.272561190073960957e-02,8.271809440984277728e+00
1.485947348102820142e-01,1.695658906322924930e-01,-8.846087739801539174e-02,3.020097004475118946e-02,9.023249874265834691e+00
1.443596411260817669e-01,1.731216237095358212e-01,-9.365827802591347728e-02,2.763857771956470394e-02,9.918050418189533701e+00
1.397696503779052857e-01,1.765340555489495755e-01,-9.864621581526483718e-02,2.504208500992780723e-02,1.100247511807021716e+01
1.348399340419148273e-01,1.797919069059454311e-01,-1.034082039399685793e-01,2.241505586060739408e-02,1.234520984142318589e+01
1.295867865025616683e-01,1.828844094768568018e-01,-1.079285024141983795e-01,1.976099986620502222e-02,1.405279538052756116e+01
1.240275711941188908e-01,1.858013414918348594e-01,-1.121921701183941633e-01,1.708339319298693079e-02,1.629985423367788044e+01
1.181806632086423448e-01,1.885330615012644484e-01,-1.161851141847295432e-01,1.438569275083153090e-02,1.939379425098402976e+01
1.120653885600592370e-01,1.910705402440252831e-01,-1.198941365788198932e-01,1.167134613174215796e-02,2.393062929191393096e+01
1.057019603051373990e-01,1.934053904922621581e-01,-1.233069777237020270e-01,8.943798886973027343e-03,3.123751501656292717e+01
9.911141173247728364e-02,1.955298947740177207e-01,-1.264123570218942116e-01,6.206500145769401969e-03,4.498971555453302784e+01
